Metric                 Value
---------------------  -----
startingCapital        526  
finalCapital           524  
profit                 -2   
profitPct              0    
growth                 1    
totalTrades            2    
barCount               2    
maxDrawdown            -26  
maxDrawdownPct         -5   
maxRiskPct             5    
expectency             0    
rmultipleStdDev        1    
systemQuality          0    
profitFactor           1    
proportionProfitable   1    
percentProfitable      50   
returnOnAccount        0    
averageProfitPerTrade  -1   
numWinningTrades       1    
numLosingTrades        1    
averageWinningTrade    1    
averageLosingTrade     -1   
expectedValue          0    
